Date,Open,High,Low,Close,Volume,Price,Return,SMA_10,SMA_15,SMA_20,SMA_30,SMA_50,SMA_100,SMA_150,SMA_200,EMA_12,EMA_26,RSI_14,Vol_20
2021-03-30,368.381579616897,369.34358094645273,367.07398064220894,368.6711120605469,76262200,368.6711120605469,-0.002652989618377344,,,,,,,,,368.6711120605469,368.6711120605469,,
2021-03-31,369.2407713856675,371.72516915261264,369.2127530406712,370.1654052734375,112734200,370.1654052734375,0.004053187689533999,,,,,,,,,368.9010033240685,368.78180044668693,,
2021-04-01,372.0988084552015,374.2189680327331,371.89333106228867,374.16290283203125,99682900,374.16290283203125,0.010799219758639733,,,,,,,,,369.71052632529353,369.1804006233791,,
2021-04-05,376.82471954638225,380.0749901846481,376.75001345829463,379.53326416015625,91684800,379.53326416015625,0.014353003163800615,,,,,,,,,371.22171676142625,369.9472794038811,,
2021-04-06,378.972983873967,380.35526059128404,378.6367351434698,379.3092041015625,62021000,379.3092041015625,-0.0005903568402352288,,,,,,,,,372.4659455829857,370.6407553074131,,
2021-04-07,379.1410856568923,380.0937381170486,378.6834430784203,379.7481689453125,55836300,379.7481689453125,0.0011572744320553774,,,,,,,,,373.58628763872827,371.3153785398501,,
2021-04-08,380.99967367195654,381.60675691392385,380.06569068342264,381.55072021484375,57863100,381.55072021484375,0.004746701674790188,,,,,,,,,374.81158495813065,372.073551997257,,
2021-04-09,381.429291282708,384.49275406318844,381.30786894490393,384.3246154785156,61104600,384.3246154785156,0.0072700564216205965,,,,,,,,,376.2751281151129,372.981038181054,,
2021-04-12,383.7269586097735,384.7356478067026,383.11987530124844,384.4648132324219,56704900,384.4648132324219,0.00036478994126287745,,,,,,,,,377.535079671622,373.831688184859,,
2021-04-13,384.36200222963515,386.2299681294225,383.979065799831,385.60418701171875,56551000,385.60418701171875,0.0029635320062646464,378.75343933105466,,,,,,,,378.7764808008676,374.7037251349968,,
2021-04-14,385.57622623649513,386.6316316879288,383.74562736217496,384.287353515625,61659900,384.287353515625,-0.00341498754538605,380.3150634765625,,,,,,,,379.6243073723688,375.41362353356186,,
2021-04-15,386.42610852089956,388.68635987083064,386.3794207731198,388.4154968261719,60229800,388.4154968261719,0.010742334538935028,382.14007263183595,,,,,,,,380.9767980575692,376.3767252589404,,
2021-04-16,389.7043961665137,390.3208283501207,388.28475230611167,389.7137451171875,82037300,389.7137451171875,0.0033424214574955258,383.6951568603516,,,,,,,,382.320943759049,377.3646526558476,,
2021-04-19,388.7797715143714,389.2280651111477,386.4728323712962,387.799072265625,78498500,387.799072265625,-0.004913023663013827,384.52173767089846,,,,,,,,383.16373276006067,378.1375726269422,,
2021-04-20,386.5849297445035,387.68702290879025,383.4840991609738,384.9598083496094,81851800,384.9598083496094,-0.007321481971134913,385.0867980957031,381.5139912923177,,,,,,,383.44005208152976,378.6429234212138,78.20225597757971,
2021-04-21,384.343304744254,388.80774177837327,384.20318450969165,388.6022644042969,66793000,388.6022644042969,0.00946191258329887,385.9722076416016,382.842734781901,,,,,,,384.2342385927247,379.38065238292364,79.71145211310967,
2021-04-22,388.43420402767475,389.26543407718646,383.9884358212958,385.05316162109375,97582800,385.05316162109375,-0.009132995631519703,386.32245178222655,383.8352518717448,,,,,,,384.3602267509353,379.80083825241775,67.80727037557486,
2021-04-23,385.6135482901479,390.63838128168265,385.53884219304297,389.2280578613281,73209200,389.2280578613281,0.01084238919804692,386.8127960205078,384.8395955403646,,,,,,,385.10912384484186,380.4991508160407,66.49747458223888,
2021-04-26,389.88182724622914,390.61033277407387,389.29341345395136,390.04058837890625,52182400,390.04058837890625,0.002087543539493808,387.37037353515626,385.5400838216146,,,,,,,385.8678106962364,381.2059239688455,67.90286876816272,
2021-04-27,390.3395099382348,390.5356668911207,388.8171130815738,389.9565734863281,51303100,389.9565734863281,-0.00021540038416845153,387.8056121826172,386.2499084472656,383.27952575683594,,,,,,386.49685112548127,381.85412022939977,67.23450559166088,
2021-04-28,390.2274799515401,391.3482710819515,389.3775519031769,389.84454345703125,51238900,389.84454345703125,-0.0002872884749584026,388.3613311767578,386.9230000813802,384.3381973266602,,,,,,387.0118807149505,382.44600343144657,64.84982536816936,0.10154666817856695
2021-04-29,392.57170209849045,392.94528956050897,388.9478438608281,392.328857421875,78544300,392.328857421875,0.006372575957620308,388.75266723632814,387.64154256184895,385.44636993408204,,,,,,387.82987713140045,383.17806668999685,64.48150851554641,0.10225292372961432
2021-04-30,390.0593595294179,390.9092875553303,388.8545133714871,389.7511291503906,85527000,389.7511291503906,-0.006570325436735636,388.75640563964845,388.00331013997396,386.22578125,,,,,,388.12545436509123,383.66496020558156,58.788961816506536,0.10311159522968534
2021-05-03,391.7404249655094,392.12336135927444,390.0966345103683,390.5916442871094,68128300,390.5916442871094,0.0021565431729497764,389.03566284179686,388.41176554361977,386.77870025634763,,,,,,388.5048681992479,384.1780479153243,58.37531350605078,0.09235867997364144
2021-05-04,388.60228003315905,389.09728984022036,384.49276088924864,388.1819763183594,101591200,388.1819763183594,-0.006169276798401624,389.3578796386719,388.5836181640625,387.2223388671875,,,,,,388.45519252526503,384.4746352044381,56.30859670439727,0.09604531027124542
2021-05-05,389.8257718711052,390.05926758682625,387.74297982583107,388.3033752441406,60162200,388.3033752441406,0.0003127371521280953,389.32799072265624,388.8513529459635,387.6500991821289,,,,,,388.4318360204767,384.7582455777494,49.791291741651676,0.09609405223203396
2021-05-06,388.3781117451592,391.5349786293804,386.3700541332892,391.40423583984375,74321400,391.40423583984375,0.00798566480075924,389.9630981445313,389.05060221354165,388.1427749633789,,,,,,388.8891283003793,385.25054115271934,52.94886099884589,0.09837085133385354
2021-05-07,392.17004425391184,394.9066069661422,391.4882265615958,394.2528076171875,67733800,394.2528076171875,0.007277825625038314,390.4655731201172,389.35320638020835,388.6391845703125,,,,,,389.7143097337344,385.91737570564294,60.90255566347647,0.09837711508141615
2021-05-10,394.60783736731895,394.8319841776763,390.2274545965479,390.348876953125,81852400,390.348876953125,-0.009902099842122536,390.49640197753905,389.523193359375,388.93338775634766,,,,,,389.81193545979454,386.2456350573083,58.78785707247597,0.10611007910979055
2021-05-11,385.8284352333097,387.8551626560607,382.98911854811655,386.8651428222656,116888000,386.8651428222656,-0.00892466799969227,390.1872589111328,389.6502156575521,388.996435546875,385.5821034749349,,,,,389.3585827463286,386.2915245213792,47.15256740154392,0.11113871602963034
2021-05-12,384.08181415543856,385.3520172707222,377.32910724736956,378.6460266113281,134811000,378.6460266113281,-0.021245429740651356,389.0674072265625,388.98646647135416,388.71436920166013,385.9146006266276,,,,,387.71049718709776,385.72519134285693,40.89204977792894,0.134391560200362
2021-05-13,380.19647206863493,385.12790123879364,380.14975581622974,383.1945495605469,106394000,383.1945495605469,0.012012599181154826,388.1539764404297,388.86255900065106,388.4533218383789,386.3489054361979,,,,,387.01573601378226,385.53773639601917,41.513321577401136,0.13589387594800748
2021-05-14,385.931186043461,389.9286329574188,385.90316768787113,389.0787048339844,82201600,389.0787048339844,0.015355529665506795,388.08673400878905,388.85260213216145,388.42156982421875,386.846098836263,,,,,387.33311583227487,385.80003035438693,48.8159556540287,0.1468163424882956
2021-05-17,387.9671986859142,388.9011816537385,386.0711858984487,388.0885925292969,65129200,388.0885925292969,-0.0025447609760856915,387.8364288330078,388.72246907552085,388.43604583740233,387.1312764485677,,,,,387.4493430164321,385.9695534784543,47.75075697445394,0.1460124323336133
