Date,Open,High,Low,Close,Volume,Price,Return,SMA_10,SMA_15,SMA_20,SMA_30,SMA_50,SMA_100,SMA_150,SMA_200,EMA_12,EMA_26,RSI_14,Vol_20,Signal,Position,Trade,Gross_Strategy_Return,Transaction_Cost,Strategy_Return,Portfolio_Value,Buy_Hold_Value,Running_Max,Drawdown
2024-02-09,186.9486117161699,188.27653811843788,186.30447993507684,187.14682006835938,45155200,187.14682006835938,0.004094116626121691,186.1344421386719,188.10196736653646,187.21813354492187,186.2264175415039,188.52572082519532,182.563017578125,182.44443216959635,180.92121284484864,186.82275215347354,187.05076168012747,38.552596060986524,0.1974260127716617,0,0,0,0.0,0.0,0.0,13065.007399216986,15828.602011295314,13078.085484701687,-0.0010000000000000009
2024-02-12,186.72069342042812,186.9684387436886,185.10538907399385,185.46214294433594,41781900,185.46214294433594,-0.009001900878722213,185.7047866821289,187.67301228841146,187.2908187866211,186.02216644287108,188.48650421142577,182.64768203735352,182.43968811035157,181.04141624450685,186.61342765976008,186.93308621821697,31.77348838249371,0.20055182457917056,0,0,0,-0.0,0.0,-0.0,13065.007399216986,15686.114504940891,13078.085484701687,-0.0010000000000000009
2024-02-13,184.0945819491523,184.53061609699293,181.85495475727518,183.37115478515625,56529500,183.37115478515625,-0.011274474272667478,185.43124237060547,187.01954142252603,187.37227783203124,185.782856241862,188.3939874267578,182.74682220458985,182.42449188232422,181.12824661254882,186.11461644828256,186.66923944539764,29.77739289623139,0.199702481768985,1,0,0,-0.0,0.0,-0.0,13065.007399216986,15509.261810516819,13078.085484701687,-0.0010000000000000009
2024-02-14,183.64864282656313,183.85674041023526,180.79461213824646,182.4891815185547,54630500,182.4891815185547,-0.004809771022246667,185.42975616455078,186.35213826497395,187.45664978027344,185.7414520263672,188.25829620361327,182.85256225585937,182.39229451497397,181.20440788269042,185.55685722832442,186.35960552489075,29.062348661091903,0.1995690693802933,1,1,1,-0.004809771022246667,0.001,-0.005809771022246667,12989.102697823575,15434.665812484158,13078.085484701687,-0.006803961251224511
2024-02-15,181.89459574378543,182.82612045767794,179.71444020641266,182.20179748535156,65434500,182.20179748535156,-0.0015748003843937264,185.15605926513672,185.6873514811198,187.23221130371093,185.7363255818685,188.152685546875,182.94692764282226,182.35311431884764,181.27957595825194,185.04069419094398,186.05161974418414,30.99871777007408,0.15970543090956374,1,1,0,-0.0015748003843937264,0.0,-0.0015748003843937264,12968.647453902113,15410.35929482967,13078.085484701687,-0.008368046754824388
2024-02-16,181.76579187183052,183.18290302222294,180.03157456209792,180.66580200195312,49752500,180.66580200195312,-0.008430188420736728,184.82872314453124,185.03563334147137,186.7859794616699,185.75719757080077,187.93737518310547,183.013182220459,182.30270670572918,181.3522389984131,184.36763385417615,185.65267028179665,29.825198121435022,0.14874505695678641,1,1,0,-0.008430188420736728,0.0,-0.008430188420736728,12859.319312303613,15280.447062343002,13078.085484701687,-0.016727690964704278
2024-02-20,180.15046783149373,180.78469520216953,178.3766181157698,179.92254638671875,53665600,179.92254638671875,-0.004113980659307792,184.24594421386718,184.37988993326823,186.18728332519532,185.77737731933593,187.72897338867188,183.11272735595702,182.2256285603841,181.42655784606933,183.6837742437981,185.22821665993902,34.24560617863878,0.1385280527646907,1,1,0,-0.004113980659307792,0.0,-0.004113980659307792,12806.416321360932,15217.583598662946,13078.085484701687,-0.020772854226908444
2024-02-21,180.29914247718926,181.24057170015067,179.03068760645021,180.67572021484375,41371400,180.67572021484375,0.004186100315110908,183.5781463623047,184.01783142089843,185.56240844726562,185.67816416422525,187.4970361328125,183.23492706298828,182.15528259277343,181.51282409667968,183.22099670088204,184.89099470104307,44.5511190985729,0.13646671851964387,1,1,0,0.004186100315110908,0.0,0.004186100315110908,12860.025264759222,15281.285930160537,13078.085484701687,-0.016673711163422533
2024-02-22,181.825211247954,183.29187418944446,180.81442139510878,182.70718383789062,52292200,182.70718383789062,0.01124370015313203,183.10260925292968,184.0313741048177,185.07275619506837,185.6605224609375,187.27722442626953,183.37487121582032,182.0894641113281,181.57090309143067,183.14194856811412,184.72923093340214,43.18550555274432,0.1458958749276802,1,1,0,0.01124370015313203,0.0,0.01124370015313203,13004.619532797878,15453.104127113536,13078.085484701687,-0.005617485219051921
2024-02-23,183.3414040598148,183.37113228250368,180.58647786872177,180.87387084960938,45119700,180.87387084960938,-0.010034159302175438,182.55162200927734,183.76038106282553,184.5077697753906,185.54713033040363,187.07082611083985,183.49134262084962,182.02438751220703,181.62016067504882,182.793013534498,184.44364870497304,41.09315241227584,0.14821943228642956,1,1,0,-0.010034159302175438,0.0,-0.010034159302175438,12874.129108741603,15298.045218588975,13078.085484701687,-0.015595277779661632
2024-02-26,180.59643039937333,181.11172976770854,179.02075870271764,179.5261688232422,40867400,179.5261688232422,-0.007451059791205306,181.78955688476563,183.46618143717447,183.96199951171874,185.40860799153646,186.80718841552735,183.56923126220704,181.95815694173177,181.67120613098143,182.29042204045862,184.07939093595593,31.41377717146146,0.14747870111589398,1,1,0,-0.007451059791205306,0.0,-0.007451059791205306,12778.203202992672,15184.058568976707,13078.085484701687,-0.02293013622367035
2024-02-27,179.46671005654383,182.26126931281985,177.94059046680667,180.98291015625,54318900,180.98291015625,0.008114367629836083,181.34163360595704,183.14835306803386,183.52321014404296,185.30775705973306,186.50835357666017,183.6750309753418,181.8963077799479,181.72071311950683,182.089266365965,183.85002198931105,30.807885794978162,0.1525246781064769,1,1,0,0.008114367629836083,0.0,0.008114367629836083,12881.890241430505,15307.267602318347,13078.085484701687,-0.01500183214895523
2024-02-28,180.86396404098633,181.46846314665845,178.50543918901624,179.78379821777344,48953900,179.78379821777344,-0.0066255534151888895,180.98289794921874,182.64369303385416,183.20707015991212,185.24248453776042,186.18256774902343,183.75638549804688,181.82073944091798,181.76328811645507,181.7345789585509,183.5488202284564,28.293473225446633,0.14001612250431075,1,1,0,-0.0066255534151888895,0.0,-0.0066255534151888895,12796.540589547307,15205.848483178597,13078.085484701687,-0.021527990123915486
2024-02-29,179.63517226295397,180.92345088953732,177.9108594746495,179.11985778808594,136682600,179.11985778808594,-0.00369299367500997,180.64596557617188,182.08751322428387,183.03786087036133,185.1864217122396,185.85419158935548,183.81874557495118,181.73495391845702,181.8071826171875,181.33231416309474,183.2207489365771,28.97304746508361,0.12391504113206137,1,1,0,-0.00369299367500997,0.0,-0.00369299367500997,12749.2830460881,15149.69338090706,13078.085484701687,-0.0251414810675622
2024-03-01,177.93067957222544,178.90183692569335,175.78025215753124,178.03968811035156,73563100,178.03968811035156,-0.006030429518385949,180.22975463867186,181.53124287923177,182.6929069519043,184.89805908203124,185.53746673583984,183.84480239868165,181.65039031982423,181.84814399719238,180.82575630882656,182.83696665315298,24.11259478248499,0.11296960249780424,1,1,0,-0.006030429518385949,0.0,-0.006030429518385949,12672.399393268714,15058.334222748339,13078.085484701687,-0.031020296656382285
2024-03-04,174.56134649455421,175.30458245485661,172.2226300679557,173.5208282470703,81510100,173.5208282470703,-0.02538119399805061,179.5152572631836,180.62284342447916,182.17199020385743,184.3624053955078,185.10958099365234,183.8108447265625,181.51852569580078,181.86651107788086,179.70192122240252,182.1468823267765,20.766567651242582,0.14021635623573592,1,1,0,-0.02538119399805061,0.0,-0.02538119399805061,12350.758765847382,14676.135720553279,13078.085484701687,-0.05561415848712015
2024-03-05,169.21995126633416,170.48840604509627,168.0902332564625,168.58572387695312,95132400,168.58572387695312,-0.028440991320593856,178.38157501220704,179.49774881998698,181.31375961303712,183.58538055419922,184.6247589111328,183.73346633911132,181.3496807861328,181.85714263916014,177.9917370154103,181.14235207123403,18.22822944919811,0.15878345834147847,1,1,0,-0.028440991320593856,0.0,-0.028440991320593856,11999.490942985169,14258.731871905165,13078.085484701687,-0.08247342800887969
