ticker,strategy,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,num_trades,win_rate,avg_trade_return,best_trade_return,worst_trade_return,avg_holding_days
SPY,MA Crossover,0.625962797937885,0.08136378633655839,0.12168838046161742,0.7039640393031052,-0.2959650313928197,13,0.5384615384615384,0.048223572138117156,0.26828124049942037,-0.08848503889199721,123.15384615384616
SPY,RSI Mean Reversion,0.24941416841745978,0.036482451904658486,0.15121509743308623,0.31267640147464976,-0.2834290583210949,20,0.7,0.012857478291842894,0.09213285412278727,-0.14385547477181748,21.9
SPY,Buy and Hold,1.1520836602444477,0.13126289170648153,0.2051402418253967,0.7041761585894619,-0.3371728284043478,1,1.0,1.1439044269165493,1.1439044269165493,1.1439044269165493,2272.0
QQQ,MA Crossover,0.977286045373867,0.11594648356511672,0.15968997309348748,0.7671450207550463,-0.27100034482542745,14,0.5714285714285714,0.047911548914255496,0.2992293106949724,-0.11325941258693739,107.42857142857143
QQQ,RSI Mean Reversion,0.5172131276904253,0.06938462139969581,0.1707842432633186,0.47826253783426714,-0.22417749437237566,20,0.7,0.01554419201324056,0.11498973869990192,-0.11184824196976162,22.7
QQQ,Buy and Hold,1.7221223155037757,0.1748573461937517,0.2505375643055323,0.7688330611085753,-0.35118716804682937,1,1.0,1.7046957474004456,1.7046957474004456,1.7046957474004456,2272.0
AAPL,MA Crossover,0.8780445288174712,0.10673749912537422,0.20109173191550625,0.6046885307693936,-0.29800174208332764,18,0.5555555555555556,0.05917731301596837,0.6193445957164203,-0.11034428734600188,74.0
AAPL,RSI Mean Reversion,0.4702140123674823,0.06398327779065083,0.2092111854322502,0.4003519201937984,-0.2588690218238726,26,0.6153846153846154,0.019382973905987193,0.21876796279834743,-0.09082502170292017,22.76923076923077
AAPL,Buy and Hold,2.4701777158175,0.22166786370105607,0.31566138144057704,0.7917967873284507,-0.33360514669629215,1,1.0,2.442744329731041,2.442744329731041,2.442744329731041,2272.0
