Date,Open,High,Low,Close,Volume,Price,Return,SMA_10,SMA_15,SMA_20,SMA_30,SMA_50,SMA_100,SMA_150,SMA_200,EMA_12,EMA_26,RSI_14,Vol_20
2021-03-30,116.98661215897457,117.26907177481125,115.76911765846987,116.78207397460938,85671900,116.78207397460938,-0.01227450669897212,,,,,,,,,116.78207397460938,116.78207397460938,,
2021-03-31,118.48655874928595,120.30792565051348,117.9995609800172,118.97355651855469,118323800,118.97355651855469,0.018765573082918374,,,,,,,,,117.11922513521635,116.94440601490162,,
2021-04-01,120.44430860719166,120.95078308800542,119.3047280211155,119.80146789550781,75089100,119.80146789550781,0.006958784802100215,,,,,,,,,117.53187786756888,117.15604022827985,,
2021-04-05,120.64884289146045,122.87929380413213,119.86964340519192,122.62605285644531,88651200,122.62605285644531,0.023577214958677484,,,,,,,,,118.31559709662679,117.56122634888469,,
2021-04-06,123.21043811923847,123.82405264578033,122.38254338092113,122.927978515625,80171300,122.927978515625,0.00246216568295754,,,,,,,,,119.02519423801112,117.95876354642101,,
2021-04-07,122.55785759372996,124.59350465582355,121.88579830959569,124.57402801513672,83466700,124.57402801513672,0.013390356852752472,,,,,,,,,119.87886097295352,118.44878313669625,,
2021-04-08,125.59674758502777,126.99930382725644,125.17793655097103,126.97008514404297,88844600,126.97008514404297,0.01923400220000193,,,,,,,,,120.96981853773651,119.079990692796,,
2021-04-09,126.42461457311639,129.58035037412546,126.1031942856078,129.54139709472656,106686700,129.54139709472656,0.020251320992393795,,,,,,,,,122.2885229311196,119.8549096855316,,
2021-04-12,129.07393826976255,129.3953586938284,127.23308664974743,127.82722473144531,91420000,127.82722473144531,-0.013232622171179487,,,,,,,,,123.14063090040048,120.44545154078446,,
2021-04-13,128.99596262492872,131.15823376064404,128.49921542278324,130.9342041015625,91266500,130.9342041015625,0.02430608484729846,124.09580688476562,,,,,,,,124.33964216211771,121.22239617491617,,
2021-04-14,131.43094899145666,131.48938634080065,128.2362450900617,128.59661865234375,87222800,128.59661865234375,-0.017853130625864133,125.27726135253906,,,,,,,,124.99456162215247,121.76863487694784,,
2021-04-15,130.34008581919048,131.48939338315375,130.1647588997771,131.0023956298828,89347100,131.0023956298828,0.01870793340253374,126.48014526367187,,,,,,,,125.9188437771879,122.45261715494303,,
2021-04-16,130.8075776257029,131.1679511470198,129.8140982138144,130.6712188720703,84922400,130.6712188720703,-0.0025280206229828517,127.56712036132812,,,,,,,,126.64997840716981,123.06140246732282,,
2021-04-19,130.03812614844625,131.94716375459052,129.87254870669761,131.3335418701172,94264200,131.3335418701172,0.005068621872237333,128.4378692626953,,,,,,,,127.37052663223864,123.67415353419648,,
2021-04-20,131.5088638445784,132.00559615119002,128.3823320528723,129.64852905273438,94812300,129.64852905273438,-0.012830026460789568,129.10992431640625,126.14735819498698,,,,,,,127.72098854308413,124.116699868903,75.73049164080035,
2021-04-21,128.9180574819885,130.27191076385841,127.88562452974153,130.02841186523438,68847100,130.02841186523438,0.002930097358416539,129.655362701416,127.03044738769532,,,,,,,128.07597674649185,124.55460446122383,73.83462218446944,
2021-04-22,129.58034294411806,130.66147844484067,127.99274053029319,128.5089569091797,84566500,128.5089569091797,-0.011685561134358036,129.8092498779297,127.66614074707032,,,,,,,128.14258907921305,124.8475194573687,68.23000990320416,
2021-04-23,128.72326849315886,131.60628729046172,128.72326849315886,130.8271026611328,78657500,130.8271026611328,0.018038787394340172,129.9378204345703,128.40118306477865,,,,,,,128.55559116873917,125.29045154653642,67.54171127183477,
2021-04-26,131.32378436155327,131.54779911284922,130.0868062042445,131.21664428710938,66905100,131.21664428710938,0.00297753002285428,130.27676239013672,128.97388916015626,,,,,,,128.96498395618073,125.72942878657886,67.66291518122497,
2021-04-27,131.49915149684074,131.88875868630524,130.62256132903624,130.89527893066406,66015800,130.89527893066406,-0.002449120370294988,130.2728698730469,129.50504252115886,127.18433837890625,,,,,,129.26195241379355,126.11208435280739,64.27641702061669,
2021-04-28,130.81735115204378,131.50889459107745,129.61934068424674,130.10633850097656,107760100,130.10633850097656,-0.006027264207942973,130.42384185791016,129.87386322021484,127.85055160522461,,,,,,129.39185796566787,126.40795503044954,57.637599414669026,0.21450600371493198
2021-04-29,132.92116293750138,133.5055661641117,129.0056969879915,130.0089111328125,151101000,130.0089111328125,-0.000748828760278486,130.32449340820312,130.07645161946616,128.4023193359375,,,,,,129.48678922215166,126.67469251951347,51.294494416676876,0.20963258049659736
2021-04-30,128.35314426527148,130.08685531571498,127.66161568350715,128.04147338867188,109839500,128.04147338867188,-0.015133099162185637,130.06151885986327,129.97645670572916,128.8143196105957,,,,,,129.26443294007785,126.77593554685853,50.58502557846325,0.22061378946867932
2021-05-03,128.60637073689202,130.58359545105438,128.401839986388,129.09336853027344,75135100,129.09336853027344,0.008215268957492583,129.8375015258789,130.0608662923177,129.1376853942871,,,,,,129.2381153385695,126.94759724933371,44.33796936408752,0.20840124590279474
2021-05-04,127.77849424860072,128.0706959218244,123.40524834260499,124.52534484863281,137564700,124.52534484863281,-0.03538542477934792,129.32518310546874,129.63360900878905,129.2175537109375,,,,,,128.5130737247331,126.76817114557808,38.98846495119786,0.2483407854237371
2021-05-05,125.84023856195147,127.05773315883954,124.6422280399721,124.76885223388672,84000900,124.76885223388672,0.001955484528470164,128.799227142334,129.37842458089193,129.227294921875,,,,,,127.93703964921826,126.62007344841575,30.906971603127076,0.2439062998481162
2021-05-06,124.5643128982338,126.37594554444907,123.82407406523244,126.3662109375,78128300,126.3662109375,0.012802543864224525,128.584952545166,129.06934560139973,129.19710121154785,,,,,,127.69537369356931,126.60126881797754,37.76313130042618,0.23824904179658193
2021-05-07,127.66377528867821,128.06378037045894,126.3271250126097,127.03936004638672,78973300,127.03936004638672,0.005326970745523463,128.2061782836914,128.8272216796875,129.07199935913087,,,,,,127.59444851707968,126.63372002008191,37.80141195318457,0.2269360635591862
2021-05-10,126.25887677480436,126.38570115821472,123.7221806852606,123.7612075805664,88071200,123.7612075805664,-0.025804226852397028,127.46063461303712,128.32239939371746,128.86869850158692,,,,,,127.0047191422315,126.42094132085853,34.6638667987899,0.24002420010973974
2021-05-11,120.4927657999539,123.19531281841267,119.78053807914273,122.84408569335938,126142800,122.84408569335938,-0.007410414823320166,126.65551528930663,127.86876983642578,128.46419258117675,127.00806401570638,,,,,126.36462168855886,126.1559890521549,31.794799420009667,0.22038678977236612
2021-05-12,120.39522003263365,121.60502403427476,119.27322096428664,119.78055572509766,112172300,119.78055572509766,-0.024938359473884897,125.62293701171875,127.18557942708334,128.02338943481445,127.10801340738932,,,,,125.35168846341098,125.68373473163214,29.487293962816935,0.22798513168385448
2021-05-13,121.54648377421124,123.07825403932372,121.23427605914434,121.92698669433594,105861300,121.92698669433594,0.017919694530091013,124.81474456787109,126.74678141276041,127.5696189880371,127.20646107991537,,,,,124.82481126816867,125.40545709923984,28.913557145584008,0.22698421468053778
2021-05-14,123.17581112527975,124.77587651193251,122.78554964091157,124.34658813476562,81918000,124.34658813476562,0.019844675129186085,124.44525604248047,126.3147471110026,127.25338745117188,127.35796508789062,,,,,124.75123847841436,125.32702236113064,35.151565919533326,0.24165408962027224
2021-05-17,123.73192293508849,123.83924502210618,122.12209907344122,123.1953125,74244600,123.1953125,-0.009258602524082837,123.85545043945312,125.77999165852864,126.84647598266602,127.37694040934245,,,,,124.511865250966,125.16911792697283,33.93420545751499,0.2411583210433809
2021-05-18,123.4782434793631,123.89777321547987,121.74158792545293,121.80988311767578,63342900,121.80988311767578,-0.011245796241835193,123.58390426635742,125.17429860432942,126.45454368591308,127.33967056274415,,,,,124.09617569199827,124.92028571887676,33.11005652694031,0.24037335925653505
2021-05-19,120.16105765432343,121.87819629608094,119.86835967667767,121.65380096435547,92612000,121.65380096435547,-0.0012813586986987202,123.2723991394043,124.61079610188803,126.03581314086914,127.24232966105143,,,,,123.72042573389938,124.67832388520851,33.031171779633524,0.2394575747798704
2021-05-20,122.18066775166193,124.61003446523176,122.05382847219842,124.21001434326172,76857100,124.21001434326172,0.02101219492233719,123.05677947998046,124.22420298258463,125.82086601257325,127.15032730102538,,,,,123.79574705841665,124.64363428950875,42.40024237046058,0.251919880178378
2021-05-21,124.70758107227505,124.8831983677244,122.16113401006866,122.37577819824219,79295400,122.37577819824219,-0.014767216272518202,122.59042129516601,123.84648996988932,125.3982997894287,126.91147333780924,,,,,123.5772903106975,124.47564494941493,37.07664235290802,0.24485082793967625
2021-05-24,122.94165678285485,124.82466155300955,122.87336158160026,124.00511169433594,63092900,124.00511169433594,0.013314182921511764,122.61481170654297,123.5072728474935,125.03772315979003,126.7840695699056,,,,,123.64310898510341,124.44079063422389,48.871581216100104,0.25099292831808134
2021-05-25,124.70758616767343,125.19541862484827,123.24411112700588,123.80998992919922,72009500,123.80998992919922,-0.0015734977572350317,122.71140213012696,123.45958251953125,124.6834587097168,126.54659576416016,,,,,123.66878297650277,124.39406465607391,47.91579188963116,0.25102391526157974
2021-05-26,123.8685296817526,124.28805950176616,123.34167776055286,123.7612075805664,56575900,123.7612075805664,-0.00039400979404580205,123.10946731567383,123.3924062093099,124.36620216369629,126.3854153951009,,,,,123.68300214635872,124.34718635418446,43.928993459998814,0.2508177701225803
2021-05-27,123.36119642849698,124.53197352741631,122.03431174645816,122.22943878173828,94625600,122.22943878173828,-0.012376808765630187,123.13971252441407,123.11662139892579,123.97722854614258,126.09298350016276,,,,,123.4593770133402,124.19031616363289,39.221745047219805,0.2532011888777442
2021-05-28,122.51235234032615,122.73675508280117,121.51719276060966,121.57572937011719,71311100,121.57572937011719,-0.005348215766484921,122.86262664794921,122.75237935384115,123.65394134521485,125.78980051676432,,,,,123.16958506822897,123.9966430678169,44.44989961749635,0.24931368925825467
2021-06-01,122.03429950032661,122.29772171588232,120.92205913488071,121.25377655029297,67637100,121.25377655029297,-0.002648166879131608,122.66847305297851,122.58521728515625,123.26196174621582,125.45380833943685,,,,,122.87484529623882,123.79346777022253,45.83546276920298,0.24610009340129657
2021-06-02,121.25378754470101,122.19041070349643,121.02939220066231,122.0147933959961,59278900,122.0147933959961,0.00627623210884054,122.68896408081055,122.5299311319987,123.13643417358398,125.19935048421225,,,,,122.7425296192784,123.66171411287242,56.653099021093915,0.21600705545643867
2021-06-03,121.64404739693522,121.80990611741935,120.13178685609535,120.53180694580078,76229200,120.53180694580078,-0.012154152860647915,122.57676467895507,122.58001454671223,122.9245819091797,124.88279698689779,,,,,122.40241843874338,123.42986913753379,45.67453456110017,0.21928887156135193
2021-06-04,121.04889463757115,123.08800699874061,120.83425044759345,122.82457733154297,75169300,122.82457733154297,0.01902211908905649,122.4382209777832,122.63985392252604,122.74750022888183,124.69331766764323,,,,,122.46736596071256,123.3850327074604,45.2439180809454,0.22573655677822418
2021-06-07,123.09776519522116,123.2441141916509,121.79039769931899,122.83434295654297,71057600,122.83434295654297,7.950872058470893e-05,122.48407745361328,122.53903757731119,122.53724937438965,124.4268923441569,,,,,122.52382396007107,123.3442408740591,48.78536429829007,0.224450716948406
2021-06-08,123.51728685562117,125.33200387040455,123.13678395621102,123.65387725830078,74403800,123.65387725830078,0.006671866206405808,122.44895401000977,122.56960856119791,122.53188285827636,124.17480010986328,,,,,122.69767831364487,123.36717690252145,56.45056601517629,0.20689254591395245
2021-06-09,124.1124318358548,124.63928371308171,123.43923097435068,124.03437805175781,56877900,124.03437805175781,0.0030771440564067998,122.47139282226563,122.71790822347005,122.59139747619629,123.94610341389973,125.24139739990234,,,,122.9033244272007,123.41659920987229,58.198882420857416,0.20522789396762084
2021-06-10,123.9270603510902,125.06857651400928,122.87336400291547,123.03922271728516,71186400,123.03922271728516,-0.008023221868838637,122.3991943359375,122.81026967366536,122.75433082580567,123.7105328877767,125.36654037475586,,,,122.92423185644446,123.38864539560657,45.48188372514797,0.18515371959797594
2021-06-11,123.44899075181716,124.33683580636276,123.02946096276283,124.2490234375,53522400,124.2490234375,0.009832642741857134,122.60115280151368,122.81287027994792,122.87043266296386,123.51853663126627,125.47204971313477,,,,123.12804594583763,123.4523771024135,57.59493592575133,0.17766180617350386
2021-06-14,124.70760042950351,127.36136255409737,123.97586282548664,127.30282592773438,96906500,127.30282592773438,0.024578080420652126,123.17386245727539,123.14134012858072,123.0182445526123,123.49391504923503,125.62207687377929,,,,123.77031978920635,123.73759553391875,61.98587554641581,0.18496427224290962
2021-06-15,126.77592848770462,127.4198608834034,126.23931815795562,126.48323059082031,62746300,126.48323059082031,-0.006438155091539888,123.69680786132812,123.30654805501302,123.18264045715333,123.40691045125325,125.6992204284668,,,,124.18769068176235,123.94097590850404,59.294257453056154,0.1831026385322042
2021-06-16,127.19550970995087,127.70285197400149,125.33202917302177,126.98086547851562,91815000,126.98086547851562,0.003934394190999058,124.19341506958008,123.51793975830078,123.44118957519531,123.48876113891602,125.7802781677246,,,,124.61740988126286,124.16615291369008,60.85522305055518,0.1770472863584935
2021-06-17,126.63935317228925,129.32239025268845,126.49299676283543,128.5808868408203,96721700,128.5808868408203,0.012600491863676844,124.99832305908203,123.83925170898438,123.78754386901855,123.61582895914714,125.86041534423828,,,,125.22717556734862,124.49317024162566,71.31609228659379,0.1803166412491403
2021-06-18,127.52722244492858,128.30773056203458,127.06866573814787,127.28330993652344,108953300,127.28330993652344,-0.010091522435237477,125.44419631958007,124.17617645263672,123.94120864868164,123.64639892578126,125.8666798400879,,,,125.54350393183705,124.69984725606253,68.36166068441185,0.17235263884193783
2021-06-21,127.1271913132279,129.18581330080102,126.063736441913,129.0784912109375,79663300,129.0784912109375,0.014103823001690774,126.06861114501953,124.67636057535807,124.2763442993164,123.71436996459961,125.85742172241211,,,,126.08734812862173,125.02419125271993,72.99311507531718,0.16709112463831272
2021-06-22,128.91264666080772,130.8151612925248,128.41505560442437,130.71759033203125,74783600,130.71759033203125,0.0126984682398803,126.77498245239258,125.30728149414062,124.61196823120117,123.94624938964844,125.91522903442383,,,,126.79969308299242,125.4459245178541,74.31842126918762,0.16658698793936047
2021-06-23,130.51274541622246,131.04935606120688,129.98588591487695,130.44444274902344,60214200,130.44444274902344,-0.0020896008128209465,127.41598892211914,125.86925811767578,124.94369087219238,124.19959462483725,125.90543380737304,,,,127.36042380084335,125.81618512757034,79.70774907614081,0.16677220340606844
2021-06-24,131.17616869873564,131.36154462192493,129.69317620046218,130.1614990234375,68711000,130.1614990234375,-0.002169074585494757,128.1282165527344,126.51123758951823,125.26370544433594,124.54562606811524,125.93673141479492,,,,127.79135845047323,126.13806023096791,75.00014298200142,0.16732223588348805
